learnable	normalized	partOfSpeech	source
grammes	grammes	noun	Duolingo
grand	grand		Duolingo
grand	grand	adjective	Duolingo
grand frère	grand frere		Duolingo
grand-mère	grand-mere		Duolingo
grand-mère	grand-mere	noun	Duolingo
grand-père	grand-pere		Duolingo
grande	grande		Duolingo
grande	grande	adjective	Duolingo
grande sœur	grande soeur		Duolingo
grande-bretagne	grande-bretagne		Duolingo
grandes	grandes	adjective	Duolingo
grandes vacances	grandes vacances		Duolingo
grandi	grandi	verb	Duolingo
grandir	grandir	verb	Duolingo
grandis	grandis	verb	Duolingo
grandissent	grandissent	verb	Duolingo
grandit	grandit	verb	Duolingo
grands	grands	adjective	Duolingo
grands-mères	grands-meres		Duolingo
grands-parents	grands-parents		Duolingo
grands-pères	grands-peres		Duolingo
gras	gras	adjective	Duolingo
gratuit	gratuit	adjective	Duolingo
gratuitement	gratuitement	adverb	Duolingo
gratuits	gratuits	adjective	Duolingo
grave	grave	adjective	Duolingo
gravement	gravement	adverb	Duolingo
grec	grec	noun	Duolingo
grèce	grece	proper noun	Duolingo
grenouille	grenouille	noun	Duolingo
grève	greve		Duolingo
grèves	greves	noun	Duolingo
grignote	grignote	verb	Duolingo
grignoter	grignoter	verb	Duolingo
grignotes	grignotes	verb	Duolingo
grignotez	grignotez	verb	Duolingo
grignotons	grignotons	verb	Duolingo
grillé	grille	adjective	Duolingo
grillée	grillee	adjective	Duolingo
griller	griller	verb	Duolingo
grillés	grilles	adjective	Duolingo
gris	gris	adjective	Duolingo
grise	grise	adjective	Duolingo
grises	grises	adjective	Duolingo
gros	gros	adjective	Duolingo
grosse	grosse	adjective	Duolingo
grosses	grosses	adjective	Duolingo
grossi	grossi	verb	Duolingo
grossir	grossir	verb	Duolingo
groupe	groupe	noun	Duolingo
groupes	groupes	noun	Duolingo
guadeloupe	guadeloupe	proper noun	Duolingo
guère	guere	adverb	Duolingo
guerre	guerre	noun	Duolingo
guide	guide	noun	Duolingo
guides	guides	noun	Duolingo
guinée	guinee	noun	Duolingo
guitare	guitare	noun	Duolingo
guitares	guitares	noun	Duolingo
guyane	guyane	proper noun	Duolingo
gymnase	gymnase	noun	Duolingo
habillé	habille	verb	Duolingo
habitais	habitais	verb	Duolingo
habitants	habitants	noun	Duolingo
habité	habite	verb	Duolingo
habitent	habitent	verb	Duolingo
habiter	habiter	verb	Duolingo
habites	habites	verb	Duolingo
habites-tu	habites-tu		Duolingo
habitez	habitez	verb	Duolingo
habitez-vous	habitez-vous		Duolingo
habitons	habitons	verb	Duolingo
habitude	habitude	noun	Duolingo
habitudes	habitudes	noun	Duolingo
habituel	habituel	adjective	Duolingo
habituelle	habituelle	adjective	Duolingo
habituent	habituent	verb	Duolingo
habituer	habituer	verb	Duolingo
haïr	hair	verb	Duolingo
hall	hall	noun	Duolingo
hamburgers	hamburgers	noun	Duolingo
handball	handball	noun	Duolingo
haricot	haricot	noun	Duolingo
haricots	haricots	noun	Duolingo
hasard	hasard	noun	Duolingo
hâte	hate	noun	Duolingo
haut	haut	adjective	Duolingo
haut	haut	adverb	Duolingo
haut-parleur	haut-parleur		Duolingo
haute	haute	adjective	Duolingo
hauteur	hauteur	noun	Duolingo
hebdomadaire	hebdomadaire	adjective	Duolingo
hebdomadaires	hebdomadaires	adjective	Duolingo
hélicoptère	helicoptere	noun	Duolingo
hélicoptères	helicopteres	noun	Duolingo
herbe	herbe	noun	Duolingo
héros	heros	noun	Duolingo
heure	heure	noun	Duolingo
heures	heures	noun	Duolingo
heureuse	heureuse	adjective	Duolingo
heureusement	heureusement	adverb	Duolingo
heureusement	heureusement	noun	Duolingo
heureux	heureux	adjective	Duolingo
hibou	hibou	noun	Duolingo
hiboux	hiboux	noun	Duolingo
hier	hier	adverb	Duolingo
hip-hop	hip-hop		Duolingo
histoire	histoire	noun	Duolingo
historique	historique	adjective	Duolingo
hiver	hiver	noun	Duolingo
hockey	hockey	noun	Duolingo
hommage	hommage	noun	Duolingo
homme	homme	noun	Duolingo
homme d'affaires	homme d'affaires		Duolingo
homme de ménage	homme de menage		Duolingo
hommes	hommes	noun	Duolingo
honnêtement	honnetement	adverb	Duolingo
honneur	honneur	noun	Duolingo
honte	honte	noun	Duolingo
hôpital	hopital	noun	Duolingo
hôpitaux	hopitaux	noun	Duolingo
horloge	horloge	noun	Duolingo
horreur	horreur	noun	Duolingo
horrible	horrible	adjective	Duolingo
horribles	horribles	adjective	Duolingo
hors	hors	preposition	Duolingo
hors de	hors de		Duolingo
hôtel	hotel	noun	Duolingo
hôtel de ville	hotel de ville		Duolingo
hôtels	hotels	noun	Duolingo
huile	huile	noun	Duolingo
huiles	huiles	noun	Duolingo
huit	huit	numeral	Duolingo
huitième	huitieme	adjective	Duolingo
humains	humains	noun	Duolingo
humeur	humeur	noun	Duolingo
humoriste	humoriste	noun	Duolingo
humour	humour	noun	Duolingo
ici	ici	adverb	Duolingo
ici même	ici meme	adverb	Duolingo
idéal	ideal	adjective	Duolingo
idéale	ideale	adjective	Duolingo
idée	idee	noun	Duolingo
idées	idees	noun	Duolingo
identité	identite	noun	Duolingo
ième	ieme		Duolingo
il	il	pronoun	Duolingo
il est	il est		Duolingo
il faut	il faut		Duolingo
il n'y a	il n'y a		Duolingo
il n'y a plus de	il n'y a plus de		Duolingo
il n'y avait	il n'y avait		Duolingo
il ne faut pas	il ne faut pas		Duolingo
il paraît	il parait		Duolingo
il va y avoir	il va y avoir		Duolingo
il y a	il y a		Duolingo
il y a eu	il y a eu		Duolingo
il y a trois	il y a trois		Duolingo
il y avait	il y avait		Duolingo
île	ile	noun	Duolingo
îles	iles	noun	Duolingo
ils	ils	pronoun	Duolingo
ils sont	ils sont		Duolingo
ils y	ils y		Duolingo
image	image	noun	Duolingo
images	images	noun	Duolingo
imagination	imagination	noun	Duolingo
imagine	imagine	verb	Duolingo
imaginer	imaginer	verb	Duolingo
immédiatement	immediatement	adverb	Duolingo
immense	immense	adjective	Duolingo
immeuble	immeuble	noun	Duolingo
imperméable	impermeable	adjective	Duolingo
importance	importance	noun	Duolingo
important	important		Duolingo
important	important	adjective	Duolingo
importante	importante	adjective	Duolingo
importants	importants	adjective	Duolingo
importe	importe	verb	Duolingo
importent	importent	verb	Duolingo
impose	impose	verb	Duolingo
impossible	impossible	adjective	Duolingo
impôt	impot	noun	Duolingo
impôts	impots	noun	Duolingo
impression	impression	noun	Duolingo
imprimante	imprimante	noun	Duolingo
imprime	imprime	verb	Duolingo
imprimer	imprimer	verb	Duolingo
imprimez	imprimez	verb	Duolingo
inconnu	inconnu	adjective	Duolingo
inconnue	inconnue	adjective	Duolingo
incroyable	incroyable	adjective	Duolingo
incroyablement	incroyablement	adverb	Duolingo
incroyables	incroyables	adjective	Duolingo
inde	inde	proper noun	Duolingo
indépendant	independant	adjective	Duolingo
indépendante	independante	adjective	Duolingo
indépendantes	independantes	adjective	Duolingo
indépendants	independants	adjective	Duolingo
indien	indien	adjective	Duolingo
indiens	indiens	adjective	Duolingo
indispensable	indispensable	adjective	Duolingo
industrie	industrie	noun	Duolingo
industrielle	industrielle	adjective	Duolingo
infirmier	infirmier	adjective	Duolingo
infirmière	infirmiere	noun	Duolingo
influence	influence	noun	Duolingo
information	information	noun	Duolingo
informations	informations	noun	Duolingo
informatique	informatique	noun	Duolingo
ingénieur	ingenieur	noun	Duolingo
injustement	injustement	adverb	Duolingo
inquiet	inquiet	adjective	Duolingo
inquiète	inquiete	adjective	Duolingo
inquiéter	inquieter	verb	Duolingo
inquiètes	inquietes	adjective	Duolingo
inquiètes	inquietes	verb	Duolingo
inquiétons	inquietons	verb	Duolingo
inquiets	inquiets	adjective	Duolingo
insecte	insecte	noun	Duolingo
instant	instant	noun	Duolingo
instructions	instructions	noun	Duolingo
instrument	instrument	noun	Duolingo
instruments	instruments	noun	Duolingo
insupportable	insupportable	adjective	Duolingo
insupportables	insupportables	adjective	Duolingo
intellectuel	intellectuel	adjective	Duolingo
intelligence	intelligence	noun	Duolingo
intelligent	intelligent	adjective	Duolingo
intelligente	intelligente	adjective	Duolingo
intelligentes	intelligentes	adjective	Duolingo
intelligents	intelligents	adjective	Duolingo
intention	intention	noun	Duolingo
interdit	interdit	adjective	Duolingo
intéressant	interessant	adjective	Duolingo
intéressante	interessante	adjective	Duolingo
intéressants	interessants	adjective	Duolingo
intéressé	interesse	adjective	Duolingo
intéresse	interesse	verb	Duolingo
intéressée	interessee	adjective	Duolingo
intéressent	interessent	verb	Duolingo
intéresser	interesser	verb	Duolingo
intéresses	interesses	verb	Duolingo
intéressez	interessez	verb	Duolingo
intérêt	interet	noun	Duolingo
intérêts	interets	noun	Duolingo
intérieur	interieur	noun	Duolingo
international	international	adjective	Duolingo
internationale	internationale	adjective	Duolingo
internationales	internationales	adjective	Duolingo
internationaux	internationaux	adjective	Duolingo
internet	internet	noun	Duolingo
interrompre	interrompre	verb	Duolingo
inutile	inutile	adjective	Duolingo
inutiles	inutiles	adjective	Duolingo
invention	invention	noun	Duolingo
inverse	inverse	adjective	Duolingo
investissement	investissement	noun	Duolingo
invitation	invitation	noun	Duolingo
invitations	invitations	noun	Duolingo
invité	invite	noun	Duolingo
invité	invite	verb	Duolingo
invitées	invitees	noun	Duolingo
inviter	inviter	verb	Duolingo
invitera	invitera	verb	Duolingo
inviterons	inviterons	verb	Duolingo
inviteront	inviteront	verb	Duolingo
invités	invites	noun	Duolingo
invites	invites	verb	Duolingo
invitez	invitez	verb	Duolingo
ira	ira	verb	Duolingo
irai	irai	verb	Duolingo
iraient	iraient	verb	Duolingo
irait	irait	verb	Duolingo
iras	iras	verb	Duolingo
irlande	irlande	proper noun	Duolingo
irons	irons	verb	Duolingo
iront	iront	verb	Duolingo
italie	italie	proper noun	Duolingo
italien	italien	adjective	Duolingo
italien	italien	noun	Duolingo
italienne	italienne	adjective	Duolingo
italiennes	italiennes	adjective	Duolingo
italiens	italiens	noun	Duolingo
j'	j'	pronoun	Duolingo
j'achète	j'achete		Duolingo
j'ai	j'ai		Duolingo
j'ai envie	j'ai envie		Duolingo
j'y	j'y		Duolingo
jamaïcain	jamaicain	adjective	Duolingo
jamaïcaine	jamaicaine	adjective	Duolingo
jamais	jamais		Duolingo
jamais	jamais	adverb	Duolingo
jambe	jambe	noun	Duolingo
jambes	jambes	noun	Duolingo
jambon	jambon	noun	Duolingo
janvier	janvier	noun	Duolingo
japon	japon	proper noun	Duolingo
japonais	japonais	adjective	Duolingo
japonais	japonais	noun	Duolingo
japonaise	japonaise	adjective	Duolingo
japonaise	japonaise	noun	Duolingo
jardin	jardin	noun	Duolingo
jardins	jardins	noun	Duolingo
jaune	jaune	adjective	Duolingo
jaunes	jaunes	adjective	Duolingo
jazz	jazz	noun	Duolingo
je	je	pronoun	Duolingo
je me perds	je me perds		Duolingo
je ne sais pas	je ne sais pas		Duolingo
je vous en prie	je vous en prie		Duolingo
jean	jean	noun	Duolingo
jeanne	jeanne	proper noun	Duolingo
jeans	jeans	noun	Duolingo
jeter	jeter	verb	Duolingo
jettent	jettent	verb	Duolingo
jetteraient	jetteraient	verb	Duolingo
jetterait	jetterait	verb	Duolingo
jettes	jettes	verb	Duolingo
jeu	jeu	noun	Duolingo
jeu de société	jeu de societe		Duolingo
jeu vidéo	jeu video		Duolingo
jeudi	jeudi	noun	Duolingo
jeudis	jeudis	noun	Duolingo
jeune	jeune	adjective	Duolingo
jeunes	jeunes	adjective	Duolingo
jeunesse	jeunesse	noun	Duolingo
jeux	jeux	noun	Duolingo
joie	joie	noun	Duolingo
joindre	joindre	verb	Duolingo
joli	joli	adjective	Duolingo
jolie	jolie	adjective	Duolingo
jouant	jouant	verb	Duolingo
joue	joue		Duolingo
joue	joue	verb	Duolingo
jouent	jouent	verb	Duolingo
jouer	jouer	verb	Duolingo
joues	joues	noun	Duolingo
joues	joues	verb	Duolingo
jouet	jouet	noun	Duolingo
jouets	jouets	noun	Duolingo
joueur	joueur	noun	Duolingo
joueurs	joueurs	noun	Duolingo
joueuse	joueuse	noun	Duolingo
jouez	jouez	verb	Duolingo
jouiez	jouiez	verb	Duolingo
jour	jour	noun	Duolingo
jour férié	jour ferie		Duolingo
journal	journal		Duolingo
journal	journal	noun	Duolingo
journaliste	journaliste	noun	Duolingo
journalistes	journalistes	noun	Duolingo
journaux	journaux	noun	Duolingo
journée	journee	noun	Duolingo
jours	jours	noun	Duolingo
juge	juge	noun	Duolingo
juger	juger	verb	Duolingo
juges	juges	noun	Duolingo
juillet	juillet	noun	Duolingo
juin	juin	noun	Duolingo
jupe	jupe	noun	Duolingo
jupes	jupes	noun	Duolingo
jus	jus	noun	Duolingo
jus d'orange	jus d'orange		Duolingo
jusqu'	jusqu'		Duolingo
jusqu'	jusqu'	preposition	Duolingo
jusqu'à	jusqu'a		Duolingo
jusqu'à	jusqu'a	preposition	Duolingo
jusqu'à ce	jusqu'a ce		Duolingo
jusque	jusque	preposition	Duolingo
juste	juste	adjective	Duolingo
juste	juste	adverb	Duolingo
justement	justement	adverb	Duolingo
justice	justice	noun	Duolingo
juteuses	juteuses	adjective	Duolingo
juteux	juteux	adjective	Duolingo
kilo	kilo	noun	Duolingo
kilogramme	kilogramme	noun	Duolingo
kilomètre	kilometre	noun	Duolingo
kilomètres	kilometres	noun	Duolingo
kilos	kilos	noun	Duolingo
l'	l'		Duolingo
l'	l'	determiner	Duolingo
l'	l'	pronoun	Duolingo
l'ai	l'ai		Duolingo
l'air	l'air		Duolingo
l'année où	l'annee ou		Duolingo
l'as	l'as		Duolingo
l'aspirateur	l'aspirateur		Duolingo
l'avez	l'avez		Duolingo
l'eau	l'eau		Duolingo
l'habitude	l'habitude		Duolingo
l'y	l'y		Duolingo
la	la		Duolingo
là	la	adverb	Duolingo
la	la	determiner	Duolingo
la	la	pronoun	Duolingo
la leur	la leur		Duolingo
la même	la meme		Duolingo
la mienne	la mienne		Duolingo
la nôtre	la notre		Duolingo
la plus	la plus		Duolingo
la saison où	la saison ou		Duolingo
la sienne	la sienne		Duolingo
la tienne	la tienne		Duolingo
la vaisselle	la vaisselle		Duolingo
la vôtre	la votre		Duolingo
là-bas	la-bas		Duolingo
là-haut	la-haut	adverb	Duolingo
lac	lac	noun	Duolingo
lacs	lacs	noun	Duolingo
laid	laid	adjective	Duolingo
laine	laine	noun	Duolingo
laisse	laisse	verb	Duolingo
laissent	laissent	verb	Duolingo
laisser	laisser	verb	Duolingo
laissez	laissez	verb	Duolingo
lait	lait	noun	Duolingo
lait écrémé	lait ecreme	noun	Duolingo
lait entier	lait entier	noun	Duolingo
lampe	lampe	noun	Duolingo
lance	lance	verb	Duolingo
lancer	lancer	verb	Duolingo
langage	langage	noun	Duolingo
langue	langue	noun	Duolingo
langues	langues	noun	Duolingo
lapin	lapin	noun	Duolingo
lapins	lapins	noun	Duolingo
laquelle	laquelle		Duolingo
laquelle	laquelle	pronoun	Duolingo
large	large	adjective	Duolingo
largement	largement	adverb	Duolingo
largeur	largeur	noun	Duolingo
larmes	larmes	noun	Duolingo
latin	latin	noun	Duolingo
laurie	laurie	proper noun	Duolingo
lavabo	lavabo	noun	Duolingo
lavé	lave	verb	Duolingo
lave-	lave-		Duolingo
lavée	lavee	verb	Duolingo
lavent	lavent	verb	Duolingo
laver	laver	verb	Duolingo
laves	laves	verb	Duolingo
lavez	lavez	verb	Duolingo
le	le		Duolingo
le	le	determiner	Duolingo
le	le	pronoun	Duolingo
le balai	le balai		Duolingo
le droit	le droit		Duolingo
le jour où	le jour ou		Duolingo
le leur	le leur		Duolingo
le long	le long		Duolingo
le lundi	le lundi		Duolingo
le matin	le matin		Duolingo
le même	le meme		Duolingo
le mien	le mien		Duolingo
le mieux	le mieux		Duolingo
le nôtre	le notre		Duolingo
le plus	le plus		Duolingo
le plus tôt possible	le plus tot possible		Duolingo
le quatorze juillet	le quatorze juillet		Duolingo
le sien	le sien		Duolingo
le soir	le soir		Duolingo
le tien	le tien		Duolingo
le vendredi	le vendredi		Duolingo
le vôtre	le votre		Duolingo
le week-end	le week-end		Duolingo
leçon	lecon	noun	Duolingo
leçons	lecons	noun	Duolingo
lecteur mp3	lecteur mp3		Duolingo
lecture	lecture	noun	Duolingo
légende	legende	noun	Duolingo
léger	leger	adjective	Duolingo
légère	legere	adjective	Duolingo
légèrement	legerement	adverb	Duolingo
légume	legume	noun	Duolingo
légumes	legumes	noun	Duolingo
lendemain	lendemain	noun	Duolingo
lente	lente	adjective	Duolingo
lentement	lentement	adverb	Duolingo
lequel	lequel		Duolingo
lequel	lequel	pronoun	Duolingo
les	les	determiner	Duolingo
les	les	pronoun	Duolingo
les courses	les courses		Duolingo
les leur	les leur		Duolingo
les leurs	les leurs		Duolingo
les magasins	les magasins		Duolingo
les mains vides	les mains vides	adverb	Duolingo
les miennes	les miennes		Duolingo
les miens	les miens		Duolingo
les nôtres	les notres		Duolingo
les plus	les plus		Duolingo
les siennes	les siennes		Duolingo
les siens	les siens		Duolingo
les tiennes	les tiennes		Duolingo
les tiens	les tiens		Duolingo
les vôtres	les votres		Duolingo
les y	les y		Duolingo
lesquelles	lesquelles		Duolingo
lesquelles	lesquelles	pronoun	Duolingo
lesquels	lesquels		Duolingo
lesquels	lesquels	pronoun	Duolingo
lettre	lettre	noun	Duolingo
lettres	lettres	noun	Duolingo
leur	leur		Duolingo
leur	leur	determiner	Duolingo
leur	leur	pronoun	Duolingo
leur en	leur en		Duolingo
leurs	leurs	determiner	Duolingo
leurs	leurs	pronoun	Duolingo
levé	leve	verb	Duolingo
lève-toi	leve-toi		Duolingo
levée	levee	verb	Duolingo
lèvent	levent	verb	Duolingo
lever	lever	verb	Duolingo
levés	leves	verb	Duolingo
levez	levez	verb	Duolingo
levons	levons	verb	Duolingo
lèvres	levres	noun	Duolingo
libanaise	libanaise	adjective	Duolingo
libanaises	libanaises	adjective	Duolingo
liberté	liberte	noun	Duolingo
librairie	librairie	noun	Duolingo
libre	libre	adjective	Duolingo
libres	libres	adjective	Duolingo
lieu	lieu	noun	Duolingo
lieux	lieux	noun	Duolingo
ligne	ligne	noun	Duolingo
lignes	lignes	noun	Duolingo
limites	limites	noun	Duolingo
limonade	limonade	noun	Duolingo
linge	linge	noun	Duolingo
lion	lion	noun	Duolingo
lions	lions	noun	Duolingo
liquide	liquide	adjective	Duolingo
liquide	liquide	noun	Duolingo
lira	lira	verb	Duolingo
lire	lire		Duolingo
lire	lire	verb	Duolingo
liront	liront	verb	Duolingo
lis	lis	verb	Duolingo
lisant	lisant	verb	Duolingo
lisent	lisent	verb	Duolingo
lisez	lisez	verb	Duolingo
lisons	lisons	verb	Duolingo
liste	liste	noun	Duolingo
lit	lit	noun	Duolingo
lit	lit	verb	Duolingo
litre	litre	noun	Duolingo
litres	litres	noun	Duolingo
lits	lits	noun	Duolingo
littérature	litterature	noun	Duolingo
livre	livre	noun	Duolingo
livres	livres	noun	Duolingo
locale	locale	adjective	Duolingo
logique	logique	adjective	Duolingo
loi	loi	noun	Duolingo
loin	loin	adverb	Duolingo
loin	loin	preposition	Duolingo
loin de	loin de		Duolingo
loire	loire	proper noun	Duolingo
lois	lois	noun	Duolingo
loisir	loisir	noun	Duolingo
loisirs	loisirs	noun	Duolingo
londres	londres	proper noun	Duolingo
long	long	adjective	Duolingo
longtemps	longtemps	adverb	Duolingo
longue	longue	adjective	Duolingo
longues	longues	adjective	Duolingo
longueur	longueur	noun	Duolingo
lors	lors	adverb	Duolingo
lors	lors	preposition	Duolingo
lorsqu'	lorsqu'	conjunction	Duolingo
lorsque	lorsque	conjunction	Duolingo
loto	loto	noun	Duolingo
loue	loue	verb	Duolingo
louent	louent	verb	Duolingo
louer	louer		Duolingo
louer	louer	verb	Duolingo
louis	louis	proper noun	Duolingo
louons	louons	verb	Duolingo
loup	loup	noun	Duolingo
lourd	lourd	adjective	Duolingo
louvre	louvre	proper noun	Duolingo
loyer	loyer	noun	Duolingo
lu	lu	verb	Duolingo
lui	lui		Duolingo
lui	lui	pronoun	Duolingo
lui écrire	lui ecrire		Duolingo
lui en	lui en		Duolingo
lumière	lumiere	noun	Duolingo
lumières	lumieres	noun	Duolingo
lundi	lundi		Duolingo
lundi	lundi	noun	Duolingo
lundis	lundis	noun	Duolingo
lune	lune	noun	Duolingo
lune de miel	lune de miel		Duolingo
lunettes	lunettes	noun	Duolingo
lunettes de soleil	lunettes de soleil		Duolingo
lutter	lutter	verb	Duolingo
luxe	luxe	noun	Duolingo
lycée	lycee	noun	Duolingo
m'	m'		Duolingo
m'	m'	pronoun	Duolingo
m'appelle	m'appelle		Duolingo
m'en	m'en		Duolingo
m'en fiche	m'en fiche		Duolingo
m'y	m'y		Duolingo
ma	ma	determiner	Duolingo
ma place	ma place		Duolingo
machine à café	machine a cafe		Duolingo
machine à laver	machine a laver		Duolingo
madagascar	madagascar	proper noun	Duolingo
madame	madame	noun	Duolingo
mademoiselle	mademoiselle	noun	Duolingo
magasin	magasin	noun	Duolingo
magasins	magasins	noun	Duolingo
magazine	magazine	noun	Duolingo
magazines	magazines	noun	Duolingo
maghreb	maghreb	proper noun	Duolingo
magique	magique	adjective	Duolingo
magnifique	magnifique	adjective	Duolingo
magnifiques	magnifiques	adjective	Duolingo
mai	mai	noun	Duolingo
maigri	maigri	verb	Duolingo
maigrir	maigrir	verb	Duolingo
maillot de bain	maillot de bain		Duolingo
main	main	noun	Duolingo
mains	mains	noun	Duolingo
maintenant	maintenant	adverb	Duolingo
maire	maire	noun	Duolingo
mairie	mairie	noun	Duolingo
mais	mais	conjunction	Duolingo
maïs	mais	noun	Duolingo
maison	maison	noun	Duolingo
maisons	maisons	noun	Duolingo
majeur	majeur	adjective	Duolingo
majeurs	majeurs	adjective	Duolingo
majorité	majorite	noun	Duolingo
mal	mal	adverb	Duolingo
mal	mal	noun	Duolingo
mal à	mal a		Duolingo
mal à l'aise	mal a l'aise		Duolingo
mal au	mal au		Duolingo
malade	malade	adjective	Duolingo
malades	malades	adjective	Duolingo
maladie	maladie	noun	Duolingo
malgré	malgre	preposition	Duolingo
malheureusement	malheureusement	adverb	Duolingo
mali	mali	proper noun	Duolingo
maman	maman	noun	Duolingo
mamie	mamie		Duolingo
manche	manche	proper noun	Duolingo
mange	mange	verb	Duolingo
mangeant	mangeant	verb	Duolingo
mangent	mangent	verb	Duolingo
mangeons	mangeons	verb	Duolingo
manger	manger	verb	Duolingo
mangeras	mangeras	verb	Duolingo
mangeront	mangeront	verb	Duolingo
manges	manges	verb	Duolingo
mangez	mangez	verb	Duolingo
mangue	mangue	noun	Duolingo
mangues	mangues	noun	Duolingo
manière	maniere	noun	Duolingo
manifestation	manifestation	noun	Duolingo
manifestations	manifestations	noun	Duolingo
manifestent	manifestent	verb	Duolingo
manifester	manifester	verb	Duolingo
manquer	manquer	verb	Duolingo
manquez	manquez	verb	Duolingo
manteau	manteau	noun	Duolingo
manteaux	manteaux	noun	Duolingo
manuels	manuels	adjective	Duolingo
maquillage	maquillage	noun	Duolingo
maquiller	maquiller	verb	Duolingo
marchait	marchait	verb	Duolingo
marchant	marchant	verb	Duolingo
marche	marche		Duolingo
marché	marche	noun	Duolingo
marche	marche	verb	Duolingo
marchent	marchent	verb	Duolingo
marcher	marcher		Duolingo
marcher	marcher	verb	Duolingo
marcheras	marcheras	verb	Duolingo
marchés	marches	noun	Duolingo
marches	marches	verb	Duolingo
mardi	mardi	noun	Duolingo
mardi gras	mardi gras		Duolingo
mardis	mardis	noun	Duolingo
mari	mari	noun	Duolingo
mariage	mariage	noun	Duolingo
mariages	mariages	noun	Duolingo
marié	marie	adjective	Duolingo
marié	marie	verb	Duolingo
mariée	mariee	adjective	Duolingo
mariée	mariee	verb	Duolingo
mariées	mariees	adjective	Duolingo
mariés	maries	adjective	Duolingo
mariés	maries	noun	Duolingo
maris	maris	noun	Duolingo
maroc	maroc	proper noun	Duolingo
marron	marron		Duolingo
marron	marron	adjective	Duolingo
mars	mars	noun	Duolingo
martinique	martinique	proper noun	Duolingo
masque	masque	noun	Duolingo
match	match	noun	Duolingo
matelas	matelas	noun	Duolingo
matériel	materiel	noun	Duolingo
matériel informatique	materiel informatique	noun	Duolingo
mathématiques	mathematiques	noun	Duolingo
maths	maths	noun	Duolingo
matière	matiere	noun	Duolingo
matin	matin	noun	Duolingo
matins	matins	noun	Duolingo
mauvais	mauvais	adjective	Duolingo
mauvais	mauvais	adverb	Duolingo
mauvaise	mauvaise		Duolingo
mauvaise	mauvaise	adjective	Duolingo
maximum	maximum	noun	Duolingo
mayotte	mayotte	proper noun	Duolingo
me	me	pronoun	Duolingo
me suis	me suis		Duolingo
mécanicien	mecanicien	noun	Duolingo
mécanicienne	mecanicienne	noun	Duolingo
méchant	mechant	adjective	Duolingo
méchante	mechante	adjective	Duolingo
méchantes	mechantes	adjective	Duolingo
méchants	mechants	adjective	Duolingo
médecin	medecin	noun	Duolingo
médecine	medecine	noun	Duolingo
médecins	medecins	noun	Duolingo
médias	medias	noun	Duolingo
médicament	medicament	noun	Duolingo
médicaments	medicaments	noun	Duolingo
méditerranée	mediterranee	proper noun	Duolingo
meilleur	meilleur	adjective	Duolingo
meilleur	meilleur	noun	Duolingo
meilleure	meilleure	adjective	Duolingo
meilleures	meilleures	adjective	Duolingo
meilleurs	meilleurs	adjective	Duolingo
mélange	melange	noun	Duolingo
mélange	melange	verb	Duolingo
mélanger	melanger	verb	Duolingo
mélangez	melangez	verb	Duolingo
melon	melon	noun	Duolingo
melons	melons	noun	Duolingo
membre	membre	noun	Duolingo
membres	membres	noun	Duolingo
même	meme		Duolingo
même	meme	adjective	Duolingo
même	meme	adverb	Duolingo
même chose	meme chose		Duolingo
même pas	meme pas	adverb	Duolingo
mêmes	memes	adjective	Duolingo
mémoire	memoire	noun	Duolingo
ménage	menage	noun	Duolingo
mensonge	mensonge	noun	Duolingo
ment	ment	verb	Duolingo
mentionner	mentionner	verb	Duolingo
mentons	mentons	verb	Duolingo
menu	menu	noun	Duolingo
mer	mer	noun	Duolingo
merci	merci	interjection	Duolingo
merci beaucoup	merci beaucoup		Duolingo
merci de	merci de		Duolingo
mercredi	mercredi	noun	Duolingo
mercredis	mercredis	noun	Duolingo
mère	mere	noun	Duolingo
mérite	merite	verb	Duolingo
merveilleuse	merveilleuse	adjective	Duolingo
merveilleuses	merveilleuses	adjective	Duolingo
merveilleux	merveilleux	adjective	Duolingo
mes	mes	determiner	Duolingo
mesdames	mesdames		Duolingo
message	message	noun	Duolingo
messages	messages	noun	Duolingo
messieurs	messieurs		Duolingo
messieurs	messieurs	noun	Duolingo
messieurs-dames	messieurs-dames		Duolingo
mesure	mesure	noun	Duolingo
mesures	mesures	noun	Duolingo
met	met	verb	Duolingo
métal	metal	noun	Duolingo
météo	meteo	noun	Duolingo
méthode	methode	noun	Duolingo
méthodes	methodes	noun	Duolingo
métier	metier	noun	Duolingo
mètre	metre	noun	Duolingo
mètres	metres	noun	Duolingo
métro	metro	noun	Duolingo
mets	mets	noun	Duolingo
mets	mets	verb	Duolingo
mettant	mettant	verb	Duolingo
mettent	mettent	verb	Duolingo
mettez	mettez	verb	Duolingo
mettons	mettons	verb	Duolingo
mettrai	mettrai	verb	Duolingo
mettre	mettre	verb	Duolingo
mettront	mettront	verb	Duolingo
meuble	meuble	noun	Duolingo
meubles	meubles	noun	Duolingo
meurent	meurent	verb	Duolingo
meurs	meurs	verb	Duolingo
meurt	meurt	verb	Duolingo
mexicain	mexicain	adjective	Duolingo
mexicaine	mexicaine	adjective	Duolingo
mexicaines	mexicaines	adjective	Duolingo
mexicains	mexicains	adjective	Duolingo
mexique	mexique	proper noun	Duolingo
micro-ondes	micro-ondes		Duolingo
midi	midi	noun	Duolingo
miel	miel	noun	Duolingo
mien	mien	pronoun	Duolingo
mienne	mienne	pronoun	Duolingo
