learnable	normalized	partOfSpeech	source
chiusa	chiusa	adjective	Duolingo
chiuse	chiuse	adjective	Duolingo
chiusi	chiusi	adjective	Duolingo
chiuso	chiuso	adjective	Duolingo
ci	ci	adverb	Duolingo
ci	ci	pronoun	Duolingo
ci piacciono	ci piacciono		Duolingo
ci piace	ci piace		Duolingo
ci sono	ci sono		Duolingo
ciao	ciao	interjection	Duolingo
cibo	cibo	noun	Duolingo
cielo	cielo	noun	Duolingo
cima	cima	noun	Duolingo
cina	cina	proper noun	Duolingo
cinema	cinema	noun	Duolingo
cinese	cinese	adjective	Duolingo
cinese	cinese	noun	Duolingo
cinesi	cinesi	adjective	Duolingo
cinghiale	cinghiale	noun	Duolingo
cinghiali	cinghiali	noun	Duolingo
cinquant'	cinquant'	numeral	Duolingo
cinquanta	cinquanta	numeral	Duolingo
cinquantanove	cinquantanove	numeral	Duolingo
cinque	cinque	numeral	Duolingo
cinquecento	cinquecento	numeral	Duolingo
cintura	cintura	noun	Duolingo
ciò	cio	pronoun	Duolingo
cioccolato	cioccolato	noun	Duolingo
ciotola	ciotola	noun	Duolingo
cipolla	cipolla	noun	Duolingo
circa	circa	adverb	Duolingo
circo	circo	noun	Duolingo
città	citta	noun	Duolingo
cittadina	cittadina	noun	Duolingo
cittadini	cittadini	noun	Duolingo
cittadino	cittadino	noun	Duolingo
classe	classe	noun	Duolingo
classica	classica	adjective	Duolingo
classico	classico	adjective	Duolingo
cliente	cliente	noun	Duolingo
clienti	clienti	noun	Duolingo
clima	clima	noun	Duolingo
clinica	clinica	noun	Duolingo
club	club	noun	Duolingo
coda	coda	noun	Duolingo
codice	codice	noun	Duolingo
codici	codici	noun	Duolingo
cognome	cognome	noun	Duolingo
cognomi	cognomi	noun	Duolingo
col	col	preposition	Duolingo
colazione	colazione	noun	Duolingo
collana	collana	noun	Duolingo
collane	collane	noun	Duolingo
collant	collant	noun	Duolingo
collega	collega	noun	Duolingo
collegamenti	collegamenti	noun	Duolingo
collegamento	collegamento	noun	Duolingo
colleghe	colleghe	noun	Duolingo
colleghi	colleghi	noun	Duolingo
collezione	collezione	noun	Duolingo
collina	collina	noun	Duolingo
colline	colline	noun	Duolingo
collo	collo	noun	Duolingo
colonnelli	colonnelli	noun	Duolingo
colorata	colorata	adjective	Duolingo
colorati	colorati	adjective	Duolingo
colore	colore	noun	Duolingo
colori	colori	noun	Duolingo
colpa	colpa	noun	Duolingo
colpiamo	colpiamo	verb	Duolingo
colpire	colpire	verb	Duolingo
colpisci	colpisci	verb	Duolingo
colpisco	colpisco	verb	Duolingo
coltello	coltello	noun	Duolingo
coltiva	coltiva	verb	Duolingo
coltivano	coltivano	verb	Duolingo
coltivare	coltivare	verb	Duolingo
coltivo	coltivo	verb	Duolingo
com'	com'	adverb	Duolingo
come	come	adverb	Duolingo
come	come	conjunction	Duolingo
come mai	come mai		Duolingo
come va	come va		Duolingo
cominciare	cominciare	verb	Duolingo
commenti	commenti	noun	Duolingo
commerciale	commerciale	adjective	Duolingo
commerciali	commerciali	adjective	Duolingo
commercio	commercio	noun	Duolingo
commessa	commessa	noun	Duolingo
commesso	commesso	noun	Duolingo
comoda	comoda	adjective	Duolingo
comode	comode	adjective	Duolingo
comodini	comodini	noun	Duolingo
comodino	comodino	noun	Duolingo
comodo	comodo	adjective	Duolingo
compagni	compagni	noun	Duolingo
compagnia	compagnia	noun	Duolingo
compagno	compagno	noun	Duolingo
compiti	compiti	noun	Duolingo
compito	compito	noun	Duolingo
compleanno	compleanno	noun	Duolingo
complesso	complesso	noun	Duolingo
completamente	completamente	adverb	Duolingo
comportamento	comportamento	noun	Duolingo
compra	compra	verb	Duolingo
comprando	comprando	verb	Duolingo
comprare	comprare	verb	Duolingo
compri	compri	verb	Duolingo
compriamo	compriamo	verb	Duolingo
compro	compro	verb	Duolingo
compromessi	compromessi	noun	Duolingo
compromesso	compromesso	noun	Duolingo
computer	computer	noun	Duolingo
comune	comune	adjective	Duolingo
comunicazione	comunicazione	noun	Duolingo
comunicazioni	comunicazioni	noun	Duolingo
comunità	comunita	noun	Duolingo
comunque	comunque	adverb	Duolingo
con	con	preposition	Duolingo
con chi	con chi		Duolingo
con cui	con cui		Duolingo
con quali	con quali	adjective	Duolingo
concerti	concerti	noun	Duolingo
concerto	concerto	noun	Duolingo
concetto	concetto	noun	Duolingo
concordare	concordare	verb	Duolingo
concorrenza	concorrenza	noun	Duolingo
condominio	condominio	noun	Duolingo
conduttore	conduttore	noun	Duolingo
conduttrice	conduttrice	noun	Duolingo
conferenza	conferenza	noun	Duolingo
confondere	confondere	verb	Duolingo
congressi	congressi	noun	Duolingo
congresso	congresso	noun	Duolingo
coniglio	coniglio	noun	Duolingo
conobbe	conobbe	verb	Duolingo
conobbi	conobbi	verb	Duolingo
conosca	conosca	verb	Duolingo
conoscano	conoscano	verb	Duolingo
conoscemmo	conoscemmo	verb	Duolingo
conoscendo	conoscendo	verb	Duolingo
conoscenza	conoscenza	noun	Duolingo
conoscere	conoscere	verb	Duolingo
conoscerebbe	conoscerebbe	verb	Duolingo
conoscerei	conoscerei	verb	Duolingo
conoscerete	conoscerete	verb	Duolingo
conoscesse	conoscesse	verb	Duolingo
conoscessi	conoscessi	verb	Duolingo
conoscete	conoscete	verb	Duolingo
conosceva	conosceva	verb	Duolingo
conosci	conosci	verb	Duolingo
conosciamo	conosciamo	verb	Duolingo
conosco	conosco	verb	Duolingo
conoscono	conoscono	verb	Duolingo
consapevole	consapevole	adjective	Duolingo
conseguenza	conseguenza	noun	Duolingo
conseguenze	conseguenze	noun	Duolingo
consigli	consigli	noun	Duolingo
consiglio	consiglio	noun	Duolingo
contadini	contadini	noun	Duolingo
contadino	contadino	noun	Duolingo
contando	contando	verb	Duolingo
contanti	contanti	noun	Duolingo
contenta	contenta	adjective	Duolingo
contenti	contenti	adjective	Duolingo
conti	conti	verb	Duolingo
continente	continente	noun	Duolingo
conto	conto	noun	Duolingo
contorno	contorno	noun	Duolingo
contratti	contratti	noun	Duolingo
contratto	contratto	noun	Duolingo
contro	contro	preposition	Duolingo
controllare	controllare	verb	Duolingo
controllo	controllo	verb	Duolingo
conversazione	conversazione	noun	Duolingo
conversazioni	conversazioni	noun	Duolingo
coperta	coperta	noun	Duolingo
coperte	coperte	noun	Duolingo
coppia	coppia	noun	Duolingo
coraggio	coraggio	noun	Duolingo
cornetti	cornetti	noun	Duolingo
cornetto	cornetto	noun	Duolingo
corona	corona	noun	Duolingo
corpi	corpi	noun	Duolingo
corpo	corpo	noun	Duolingo
corre	corre	verb	Duolingo
correndo	correndo	verb	Duolingo
correre	correre	verb	Duolingo
corretta	corretta	adjective	Duolingo
corri	corri	verb	Duolingo
corriamo	corriamo	verb	Duolingo
corro	corro	verb	Duolingo
corrono	corrono	verb	Duolingo
corruzione	corruzione	noun	Duolingo
corsa	corsa	noun	Duolingo
corso	corso	noun	Duolingo
corta	corta	adjective	Duolingo
corte	corte	adjective	Duolingo
cortile	cortile	noun	Duolingo
corto	corto	adjective	Duolingo
cos'	cos'	pronoun	Duolingo
cosa	cosa		Duolingo
cosa	cosa	noun	Duolingo
cosa	cosa	pronoun	Duolingo
coscienza	coscienza	noun	Duolingo
cose	cose	noun	Duolingo
così	cosi	adverb	Duolingo
così	cosi	conjunction	Duolingo
costa	costa	verb	Duolingo
costano	costano	verb	Duolingo
costante	costante	adjective	Duolingo
costare	costare	verb	Duolingo
costi	costi	noun	Duolingo
costo	costo	noun	Duolingo
costosa	costosa	adjective	Duolingo
costose	costose	adjective	Duolingo
costosi	costosi	adjective	Duolingo
costoso	costoso	adjective	Duolingo
costruendo	costruendo	verb	Duolingo
costruì	costrui	verb	Duolingo
costruiamo	costruiamo	verb	Duolingo
costruiate	costruiate	verb	Duolingo
costruimmo	costruimmo	verb	Duolingo
costruire	costruire	verb	Duolingo
costruirebbe	costruirebbe	verb	Duolingo
costruirei	costruirei	verb	Duolingo
costruiremo	costruiremo	verb	Duolingo
costruisca	costruisca	verb	Duolingo
costruiscano	costruiscano	verb	Duolingo
costruisci	costruisci	verb	Duolingo
costruissero	costruissero	verb	Duolingo
costruiva	costruiva	verb	Duolingo
costruzione	costruzione	noun	Duolingo
costruzioni	costruzioni	noun	Duolingo
costume	costume	noun	Duolingo
cotte	cotte	adjective	Duolingo
cotti	cotti	adjective	Duolingo
cotto	cotto	adjective	Duolingo
cravatta	cravatta	noun	Duolingo
cravatte	cravatte	noun	Duolingo
creda	creda	verb	Duolingo
credano	credano	verb	Duolingo
crede	crede	verb	Duolingo
credemmo	credemmo	verb	Duolingo
credendo	credendo	verb	Duolingo
crederà	credera	verb	Duolingo
crederai	crederai	verb	Duolingo
credere	credere	verb	Duolingo
crederebbe	crederebbe	verb	Duolingo
crederebbero	crederebbero	verb	Duolingo
credesse	credesse	verb	Duolingo
credessimo	credessimo	verb	Duolingo
credettero	credettero	verb	Duolingo
credeva	credeva	verb	Duolingo
credevano	credevano	verb	Duolingo
credevo	credevo	verb	Duolingo
credi	credi	verb	Duolingo
crediamo	crediamo	verb	Duolingo
credito	credito	noun	Duolingo
credo	credo	verb	Duolingo
credono	credono	verb	Duolingo
crema	crema	noun	Duolingo
cresce	cresce	verb	Duolingo
crescente	crescente	adjective	Duolingo
crescere	crescere	verb	Duolingo
cresciamo	cresciamo	verb	Duolingo
crescita	crescita	noun	Duolingo
crescono	crescono	verb	Duolingo
crimine	crimine	noun	Duolingo
crisi	crisi	noun	Duolingo
crostata	crostata	noun	Duolingo
cruciverba	cruciverba	noun	Duolingo
cruda	cruda	adjective	Duolingo
crude	crude	adjective	Duolingo
crudi	crudi	adjective	Duolingo
crudo	crudo	adjective	Duolingo
cucchiaio	cucchiaio	noun	Duolingo
cucina	cucina	noun	Duolingo
cucina	cucina	verb	Duolingo
cucinando	cucinando	verb	Duolingo
cuciniamo	cuciniamo	verb	Duolingo
cucino	cucino	verb	Duolingo
cugini	cugini	noun	Duolingo
cugino	cugino	noun	Duolingo
cui	cui		Duolingo
cultura	cultura	noun	Duolingo
culturale	culturale	adjective	Duolingo
culturali	culturali	adjective	Duolingo
culture	culture	noun	Duolingo
cuoca	cuoca	noun	Duolingo
cuochi	cuochi	noun	Duolingo
cuoco	cuoco	noun	Duolingo
cuoio	cuoio	noun	Duolingo
cuore	cuore	noun	Duolingo
cura	cura	noun	Duolingo
cuscini	cuscini	noun	Duolingo
cuscino	cuscino	noun	Duolingo
d'	d'	preposition	Duolingo
d'acqua	d'acqua		Duolingo
da	da	preposition	Duolingo
dà	da	verb	Duolingo
da chi	da chi		Duolingo
da cui	da cui		Duolingo
da donna	da donna		Duolingo
da quale	da quale	adjective	Duolingo
da quando	da quando		Duolingo
da quanto tempo	da quanto tempo		Duolingo
da tempo	da tempo	adverb	Duolingo
dagli	dagli	preposition	Duolingo
dai	dai	preposition	Duolingo
dal	dal	preposition	Duolingo
dall'	dall'	preposition	Duolingo
dalla	dalla	preposition	Duolingo
dalle	dalle	preposition	Duolingo
dallo	dallo	preposition	Duolingo
dammi	dammi	pronoun	Duolingo
dando	dando	verb	Duolingo
danni	danni	noun	Duolingo
danno	danno	noun	Duolingo
danno	danno	verb	Duolingo
dante	dante	proper noun	Duolingo
danza	danza	noun	Duolingo
dappertutto	dappertutto	adverb	Duolingo
darai	darai	verb	Duolingo
daranno	daranno	verb	Duolingo
dare	dare	verb	Duolingo
darebbe	darebbe	verb	Duolingo
darei	darei	verb	Duolingo
daresti	daresti	verb	Duolingo
darò	daro	verb	Duolingo
data	data	noun	Duolingo
date	date	noun	Duolingo
date	date	verb	Duolingo
dava	dava	verb	Duolingo
davamo	davamo	verb	Duolingo
davanti	davanti	preposition	Duolingo
davvero	davvero	adverb	Duolingo
debole	debole	adjective	Duolingo
deboli	deboli	adjective	Duolingo
decenni	decenni	noun	Duolingo
decennio	decennio	noun	Duolingo
decida	decida	verb	Duolingo
decide	decide	verb	Duolingo
decidendo	decidendo	verb	Duolingo
decideranno	decideranno	verb	Duolingo
decidere	decidere	verb	Duolingo
deciderebbe	deciderebbe	verb	Duolingo
deciderei	deciderei	verb	Duolingo
decideremo	decideremo	verb	Duolingo
decidesse	decidesse	verb	Duolingo
decidessero	decidessero	verb	Duolingo
decideva	decideva	verb	Duolingo
decidi	decidi	verb	Duolingo
decidiamo	decidiamo	verb	Duolingo
decima	decima	adjective	Duolingo
decimo	decimo	adjective	Duolingo
decise	decise	verb	Duolingo
decisione	decisione	noun	Duolingo
decisioni	decisioni	noun	Duolingo
decorando	decorando	verb	Duolingo
decorano	decorano	verb	Duolingo
decorare	decorare	verb	Duolingo
decoro	decoro	verb	Duolingo
definitiva	definitiva	adjective	Duolingo
definitivi	definitivi	adjective	Duolingo
definizione	definizione	noun	Duolingo
degli	degli		Duolingo
degli	degli	preposition	Duolingo
dei	dei		Duolingo
dei	dei	noun	Duolingo
dei	dei	preposition	Duolingo
del	del		Duolingo
del	del	preposition	Duolingo
delfino	delfino	noun	Duolingo
delitti	delitti	noun	Duolingo
dell'	dell'		Duolingo
dell'	dell'	preposition	Duolingo
della	della		Duolingo
della	della	preposition	Duolingo
delle	delle		Duolingo
delle	delle	preposition	Duolingo
dello	dello		Duolingo
dello	dello	preposition	Duolingo
democratica	democratica	adjective	Duolingo
democratici	democratici	adjective	Duolingo
democratico	democratico	adjective	Duolingo
democrazia	democrazia	noun	Duolingo
denaro	denaro	noun	Duolingo
dente	dente	noun	Duolingo
denti	denti	noun	Duolingo
dentifricio	dentifricio	noun	Duolingo
dentista	dentista	noun	Duolingo
dentro	dentro	adverb	Duolingo
dentro	dentro	preposition	Duolingo
depressione	depressione	noun	Duolingo
descrive	descrive	verb	Duolingo
descrivere	descrivere	verb	Duolingo
descrivi	descrivi	verb	Duolingo
descrizione	descrizione	noun	Duolingo
desideri	desideri	noun	Duolingo
desiderio	desiderio	noun	Duolingo
desse	desse	verb	Duolingo
dessert	dessert	noun	Duolingo
destinazione	destinazione	noun	Duolingo
destino	destino	noun	Duolingo
destra	destra	noun	Duolingo
destro	destro	adjective	Duolingo
dettagli	dettagli	noun	Duolingo
deve	deve	verb	Duolingo
devi	devi	verb	Duolingo
devo	devo	verb	Duolingo
devono	devono	verb	Duolingo
di	di	preposition	Duolingo
di chi	di chi		Duolingo
di chi è	di chi e		Duolingo
di cui	di cui		Duolingo
di fronte	di fronte	adverb	Duolingo
di latte	di latte		Duolingo
di mia madre	di mia madre		Duolingo
di mia zia	di mia zia		Duolingo
di mio padre	di mio padre		Duolingo
di più	di piu		Duolingo
di quale	di quale	adjective	Duolingo
di solito	di solito		Duolingo
di tanto in tanto	di tanto in tanto		Duolingo
di vino	di vino		Duolingo
dia	dia	verb	Duolingo
diagnosi	diagnosi	noun	Duolingo
dialoghi	dialoghi	noun	Duolingo
dialogo	dialogo	noun	Duolingo
diano	diano	verb	Duolingo
diario	diario	noun	Duolingo
dica	dica	verb	Duolingo
dice	dice	verb	Duolingo
dicembre	dicembre	noun	Duolingo
dicendo	dicendo	verb	Duolingo
dicessero	dicessero	verb	Duolingo
dicessi	dicessi	verb	Duolingo
dicessimo	dicessimo	verb	Duolingo
diceva	diceva	verb	Duolingo
dicevi	dicevi	verb	Duolingo
dicevo	dicevo	verb	Duolingo
diciamo	diciamo	verb	Duolingo
diciannove	diciannove	numeral	Duolingo
diciassette	diciassette	numeral	Duolingo
diciotto	diciotto	numeral	Duolingo
dico	dico	verb	Duolingo
dicono	dicono	verb	Duolingo
dieci	dieci	numeral	Duolingo
diede	diede	verb	Duolingo
dieta	dieta	noun	Duolingo
dietro	dietro	adverb	Duolingo
differente	differente	adjective	Duolingo
differenti	differenti	adjective	Duolingo
differenza	differenza	noun	Duolingo
differenze	differenze	noun	Duolingo
difficile	difficile	adjective	Duolingo
difficili	difficili	adjective	Duolingo
difficoltà	difficolta	noun	Duolingo
dignità	dignita	noun	Duolingo
dimentica	dimentica	verb	Duolingo
dimenticare	dimenticare	verb	Duolingo
dimentichiamo	dimentichiamo	verb	Duolingo
dimmi	dimmi	pronoun	Duolingo
dimostra	dimostra	verb	Duolingo
dimostrare	dimostrare	verb	Duolingo
dimostrazione	dimostrazione	noun	Duolingo
dimostro	dimostro	verb	Duolingo
dio	dio	noun	Duolingo
dipartimenti	dipartimenti	noun	Duolingo
dipartimento	dipartimento	noun	Duolingo
dipingere	dipingere	verb	Duolingo
diploma	diploma	noun	Duolingo
diplomazia	diplomazia	noun	Duolingo
dir	dir	verb	Duolingo
dirà	dira	verb	Duolingo
dirai	dirai	verb	Duolingo
dire	dire	verb	Duolingo
direbbe	direbbe	verb	Duolingo
direbbero	direbbero	verb	Duolingo
diremmo	diremmo	verb	Duolingo
direttamente	direttamente	adverb	Duolingo
direttore	direttore	noun	Duolingo
direttori	direttori	noun	Duolingo
direttrice	direttrice	noun	Duolingo
direzione	direzione	noun	Duolingo
dirgli	dirgli	pronoun	Duolingo
dirigenza	dirigenza	noun	Duolingo
diritta	diritta	adjective	Duolingo
diritte	diritte	adjective	Duolingo
diritti	diritti	noun	Duolingo
diritto	diritto	noun	Duolingo
dirò	diro	verb	Duolingo
discorsi	discorsi	noun	Duolingo
discorso	discorso	noun	Duolingo
discussione	discussione	noun	Duolingo
disegna	disegna	verb	Duolingo
disegnano	disegnano	verb	Duolingo
disegnare	disegnare	verb	Duolingo
disegni	disegni	verb	Duolingo
disegniamo	disegniamo	verb	Duolingo
disegno	disegno	noun	Duolingo
disegno	disegno	verb	Duolingo
dispiace	dispiace	verb	Duolingo
disponibile	disponibile	adjective	Duolingo
disponibili	disponibili	adjective	Duolingo
disse	disse	verb	Duolingo
dissi	dissi	verb	Duolingo
distanza	distanza	noun	Duolingo
dita	dita	noun	Duolingo
dite	dite	verb	Duolingo
dito	dito	noun	Duolingo
ditta	ditta	noun	Duolingo
dittatura	dittatura	noun	Duolingo
divani	divani	noun	Duolingo
divano	divano	noun	Duolingo
diventa	diventa	verb	Duolingo
diventammo	diventammo	verb	Duolingo
diventando	diventando	verb	Duolingo
diventare	diventare	verb	Duolingo
diventasse	diventasse	verb	Duolingo
diventassero	diventassero	verb	Duolingo
diventassi	diventassi	verb	Duolingo
diventava	diventava	verb	Duolingo
diventerai	diventerai	verb	Duolingo
diventerebbe	diventerebbe	verb	Duolingo
diventeremo	diventeremo	verb	Duolingo
diventi	diventi	verb	Duolingo
diventino	diventino	verb	Duolingo
divento	divento	verb	Duolingo
diversa	diversa	adjective	Duolingo
diverse	diverse	adjective	Duolingo
diverse	diverse	determiner	Duolingo
diversi	diversi	adjective	Duolingo
diversi	diversi	determiner	Duolingo
diverso	diverso	adjective	Duolingo
divertente	divertente	adjective	Duolingo
divertimenti	divertimenti	noun	Duolingo
divertimento	divertimento	noun	Duolingo
divisa	divisa	noun	Duolingo
divisione	divisione	noun	Duolingo
dizionari	dizionari	noun	Duolingo
dizionario	dizionario	noun	Duolingo
do	do	verb	Duolingo
dobbiamo	dobbiamo	verb	Duolingo
docce	docce	noun	Duolingo
doccia	doccia	noun	Duolingo
documentari	documentari	noun	Duolingo
documentario	documentario	noun	Duolingo
documenti	documenti	noun	Duolingo
documento	documento	noun	Duolingo
dodici	dodici	numeral	Duolingo
dolce	dolce	adjective	Duolingo
dolce	dolce	noun	Duolingo
dolci	dolci	adjective	Duolingo
dolci	dolci	noun	Duolingo
dollari	dollari	noun	Duolingo
dollaro	dollaro	noun	Duolingo
dolore	dolore	noun	Duolingo
dolori	dolori	noun	Duolingo
domanda	domanda	noun	Duolingo
domande	domande	noun	Duolingo
domani	domani	adverb	Duolingo
domenica	domenica	noun	Duolingo
donna	donna	noun	Duolingo
donne	donne	noun	Duolingo
dopo	dopo	adverb	Duolingo
dopo	dopo	preposition	Duolingo
dopodomani	dopodomani	adverb	Duolingo
doppio	doppio	adjective	Duolingo
doppio	doppio	noun	Duolingo
dorme	dorme	verb	Duolingo
dormendo	dormendo	verb	Duolingo
dormi	dormi	verb	Duolingo
dormiamo	dormiamo	verb	Duolingo
dormire	dormire	verb	Duolingo
dormo	dormo	verb	Duolingo
dormono	dormono	verb	Duolingo
dottore	dottore	noun	Duolingo
dottoressa	dottoressa	noun	Duolingo
dottoresse	dottoresse	noun	Duolingo
dottori	dottori	noun	Duolingo
dov'	dov'	adverb	Duolingo
dove	dove		Duolingo
dove	dove	adverb	Duolingo
dover	dover	verb	Duolingo
doveva	doveva	verb	Duolingo
dovevi	dovevi	verb	Duolingo
dovevo	dovevo	verb	Duolingo
dovrà	dovra	verb	Duolingo
dovrai	dovrai	verb	Duolingo
dovranno	dovranno	verb	Duolingo
dovrebbe	dovrebbe	verb	Duolingo
dovrei	dovrei	verb	Duolingo
dovremo	dovremo	verb	Duolingo
dovrò	dovro	verb	Duolingo
due	due	numeral	Duolingo
duecentosei	duecentosei	numeral	Duolingo
dunque	dunque	conjunction	Duolingo
duomo	duomo	noun	Duolingo
dura	dura	adjective	Duolingo
dura	dura	verb	Duolingo
durante	durante	preposition	Duolingo
durata	durata	noun	Duolingo
duro	duro	adjective	Duolingo
e	e	conjunction	Duolingo
è	e	verb	Duolingo
e-mail	e-mail	noun	Duolingo
ebbe	ebbe	verb	Duolingo
ebbi	ebbi	verb	Duolingo
eccellente	eccellente	adjective	Duolingo
eccellenti	eccellenti	adjective	Duolingo
ecco	ecco	adverb	Duolingo
economia	economia	noun	Duolingo
economici	economici	adjective	Duolingo
economico	economico	adjective	Duolingo
ed	ed	conjunction	Duolingo
ed io	ed io		Duolingo
edifici	edifici	noun	Duolingo
edificio	edificio	noun	Duolingo
educazione	educazione	noun	Duolingo
effetti	effetti	noun	Duolingo
effettivamente	effettivamente	adverb	Duolingo
effetto	effetto	noun	Duolingo
efficace	efficace	adjective	Duolingo
efficaci	efficaci	adjective	Duolingo
eguaglianza	eguaglianza	noun	Duolingo
elefante	elefante	noun	Duolingo
elefanti	elefanti	noun	Duolingo
elegante	elegante	adjective	Duolingo
elementi	elementi	noun	Duolingo
elemento	elemento	noun	Duolingo
elenco	elenco	noun	Duolingo
elettrica	elettrica	adjective	Duolingo
elettriche	elettriche	adjective	Duolingo
elettrici	elettrici	adjective	Duolingo
elettricità	elettricita	noun	Duolingo
elezioni	elezioni	noun	Duolingo
emanuela	emanuela	proper noun	Duolingo
emergenza	emergenza	noun	Duolingo
emilia	emilia	proper noun	Duolingo
emozionante	emozionante	adjective	Duolingo
emozione	emozione	noun	Duolingo
emozioni	emozioni	noun	Duolingo
energia	energia	noun	Duolingo
enorme	enorme	adjective	Duolingo
enormi	enormi	adjective	Duolingo
entra	entra	verb	Duolingo
entrambe	entrambe	pronoun	Duolingo
entrambi	entrambi	pronoun	Duolingo
entrando	entrando	verb	Duolingo
entrare	entrare	verb	Duolingo
entrarono	entrarono	verb	Duolingo
entrasse	entrasse	verb	Duolingo
entrassero	entrassero	verb	Duolingo
entrassi	entrassi	verb	Duolingo
entrata	entrata	noun	Duolingo
entrate	entrate	verb	Duolingo
entrava	entrava	verb	Duolingo
entravano	entravano	verb	Duolingo
entrerà	entrera	verb	Duolingo
entreranno	entreranno	verb	Duolingo
entrerebbe	entrerebbe	verb	Duolingo
entrerete	entrerete	verb	Duolingo
entri	entri	verb	Duolingo
entrino	entrino	verb	Duolingo
entro	entro	preposition	Duolingo
entrò	entro	verb	Duolingo
epoca	epoca	noun	Duolingo
eppure	eppure	adverb	Duolingo
era	era	verb	Duolingo
erano	erano	verb	Duolingo
eravamo	eravamo	verb	Duolingo
eravate	eravate	verb	Duolingo
erba	erba	noun	Duolingo
eri	eri	verb	Duolingo
ero	ero	verb	Duolingo
errore	errore	noun	Duolingo
errori	errori	noun	Duolingo
esame	esame	noun	Duolingo
esami	esami	noun	Duolingo
esattamente	esattamente	adverb	Duolingo
esecuzione	esecuzione	noun	Duolingo
esempi	esempi	noun	Duolingo
esempio	esempio	noun	Duolingo
eserciti	eserciti	noun	Duolingo
esercito	esercito	noun	Duolingo
esercizi	esercizi	noun	Duolingo
esercizio	esercizio	noun	Duolingo
esibizione	esibizione	noun	Duolingo
esistenza	esistenza	noun	Duolingo
esperienza	esperienza	noun	Duolingo
esperienze	esperienze	noun	Duolingo
esperta	esperta	noun	Duolingo
esperti	esperti	noun	Duolingo
esperto	esperto	noun	Duolingo
esplorate	esplorate	verb	Duolingo
esploriamo	esploriamo	verb	Duolingo
essendo	essendo	verb	Duolingo
essenza	essenza	noun	Duolingo
essenzialmente	essenzialmente	adverb	Duolingo
essere	essere	verb	Duolingo
est	est	noun	Duolingo
estate	estate	noun	Duolingo
estero	estero	noun	Duolingo
estremamente	estremamente	adverb	Duolingo
età	eta	noun	Duolingo
etica	etica	adjective	Duolingo
etico	etico	adjective	Duolingo
euro	euro	noun	Duolingo
europa	europa	proper noun	Duolingo
europea	europea	adjective	Duolingo
europeo	europeo	adjective	Duolingo
evoluzione	evoluzione	noun	Duolingo
ex	ex	adjective	Duolingo
fa	fa	adverb	Duolingo
fa	fa	verb	Duolingo
fa'	fa'	verb	Duolingo
fabbrica	fabbrica	noun	Duolingo
fabbriche	fabbriche	noun	Duolingo
faccia	faccia	noun	Duolingo
faccia	faccia	verb	Duolingo
facciamo	facciamo	verb	Duolingo
faccio	faccio	verb	Duolingo
facendo	facendo	verb	Duolingo
facesse	facesse	verb	Duolingo
facessi	facessi	verb	Duolingo
faceva	faceva	verb	Duolingo
facevano	facevano	verb	Duolingo
facevi	facevi	verb	Duolingo
facile	facile	adjective	Duolingo
facilmente	facilmente	adverb	Duolingo
fagiolo	fagiolo	noun	Duolingo
fai	fai	verb	Duolingo
fallimenti	fallimenti	noun	Duolingo
fallimento	fallimento	noun	Duolingo
fallire	fallire	verb	Duolingo
fallisce	fallisce	verb	Duolingo
fallisci	fallisci	verb	Duolingo
fallisco	fallisco	verb	Duolingo
falliscono	falliscono	verb	Duolingo
fama	fama	noun	Duolingo
fame	fame	noun	Duolingo
famiglia	famiglia	noun	Duolingo
familiare	familiare	adjective	Duolingo
famosa	famosa	adjective	Duolingo
famoso	famoso	adjective	Duolingo
fantasma	fantasma	noun	Duolingo
fantasmi	fantasmi	noun	Duolingo
farà	fara	verb	Duolingo
farai	farai	verb	Duolingo
faranno	faranno	verb	Duolingo
fare	fare	verb	Duolingo
farebbe	farebbe	verb	Duolingo
farebbero	farebbero	verb	Duolingo
farei	farei	verb	Duolingo
faremmo	faremmo	verb	Duolingo
faremo	faremo	verb	Duolingo
faresti	faresti	verb	Duolingo
farfalla	farfalla	noun	Duolingo
farfalle	farfalle	noun	Duolingo
farlo	farlo	pronoun	Duolingo
farmacia	farmacia	noun	Duolingo
farò	faro	verb	Duolingo
fase	fase	noun	Duolingo
fasi	fasi	noun	Duolingo
fate	fate	verb	Duolingo
fattoria	fattoria	noun	Duolingo
favore	favore	noun	Duolingo
fazzoletti	fazzoletti	noun	Duolingo
fazzoletto	fazzoletto	noun	Duolingo
febbraio	febbraio	noun	Duolingo
febbre	febbre	noun	Duolingo
fece	fece	verb	Duolingo
feci	feci	verb	Duolingo
fede	fede	noun	Duolingo
fegato	fegato	noun	Duolingo
felice	felice	adjective	Duolingo
felici	felici	adjective	Duolingo
felicità	felicita	noun	Duolingo
fellini	fellini	proper noun	Duolingo
femmina	femmina	noun	Duolingo
fenice	fenice	proper noun	Duolingo
fenomeni	fenomeni	noun	Duolingo
fenomeno	fenomeno	noun	Duolingo
feriamo	feriamo	verb	Duolingo
ferire	ferire	verb	Duolingo
ferisce	ferisce	verb	Duolingo
feriscono	feriscono	verb	Duolingo
ferma	ferma	verb	Duolingo
fermano	fermano	verb	Duolingo
fermare	fermare	verb	Duolingo
fermata	fermata	noun	Duolingo
fermo	fermo	verb	Duolingo
ferragosto	ferragosto	noun	Duolingo
ferroviaria	ferroviaria	adjective	Duolingo
