learnable	normalized	partOfSpeech	source
correct	correct	adjective	Duolingo
correct	correct	adverb	Duolingo
corruption	corruption	noun	Duolingo
cost	cost	noun	Duolingo
cost	cost	verb	Duolingo
costs	costs	noun	Duolingo
costs	costs	verb	Duolingo
cotton	cotton	noun	Duolingo
could	could	verb	Duolingo
could i get	could i get		Duolingo
could i have more	could i have more		Duolingo
couldn't	couldn't		Duolingo
couldn't	couldn't	verb	Duolingo
count	count	verb	Duolingo
countries	countries	noun	Duolingo
country	country	noun	Duolingo
countryside	countryside	noun	Duolingo
counts	counts	verb	Duolingo
couple	couple	noun	Duolingo
course	course	noun	Duolingo
courses	courses	noun	Duolingo
court	court	noun	Duolingo
cover	cover	verb	Duolingo
cow	cow	noun	Duolingo
coworkers'	coworkers'	noun	Duolingo
cows	cows	noun	Duolingo
crab	crab	noun	Duolingo
crabs	crabs	noun	Duolingo
cracker	cracker	noun	Duolingo
crackers	crackers	noun	Duolingo
crawling	crawling	verb	Duolingo
crazy	crazy	adjective	Duolingo
crazy about	crazy about		Duolingo
cream	cream	noun	Duolingo
create	create	verb	Duolingo
creates	creates	verb	Duolingo
creative	creative	adjective	Duolingo
credit	credit	noun	Duolingo
credit card	credit card		Duolingo
credit card	credit card	noun	Duolingo
credit cards	credit cards	noun	Duolingo
creepy	creepy	adjective	Duolingo
crew	crew	noun	Duolingo
cricket	cricket	noun	Duolingo
cried	cried	verb	Duolingo
crime	crime	noun	Duolingo
cross	cross	verb	Duolingo
crowded	crowded	adjective	Duolingo
crying	crying	verb	Duolingo
cultural	cultural	adjective	Duolingo
culture	culture	noun	Duolingo
cultures	cultures	noun	Duolingo
cup	cup	noun	Duolingo
cup of	cup of		Duolingo
cupcake	cupcake	noun	Duolingo
cupcakes	cupcakes	noun	Duolingo
cups	cups	noun	Duolingo
cups of	cups of		Duolingo
curious	curious	adjective	Duolingo
curious about	curious about		Duolingo
currencies	currencies	noun	Duolingo
currency exchange	currency exchange	noun	Duolingo
current	current	adjective	Duolingo
currently	currently	adverb	Duolingo
curriculum	curriculum	noun	Duolingo
customs	customs	noun	Duolingo
cut	cut	verb	Duolingo
cut myself	cut myself	verb	Duolingo
cute	cute	adjective	Duolingo
cuter	cuter	adjective	Duolingo
cuts	cuts	verb	Duolingo
cutting	cutting	verb	Duolingo
cv	cv	noun	Duolingo
cycling	cycling	verb	Duolingo
dad	dad	noun	Duolingo
daily	daily	adjective	Duolingo
daily	daily	adverb	Duolingo
dairy	dairy	noun	Duolingo
damage	damage	noun	Duolingo
damaged	damaged	adjective	Duolingo
damages	damages	noun	Duolingo
dance	dance	noun	Duolingo
dance	dance	verb	Duolingo
danced	danced	verb	Duolingo
dancer	dancer	noun	Duolingo
dances	dances	noun	Duolingo
dances	dances	verb	Duolingo
dancing	dancing	verb	Duolingo
danger	danger	noun	Duolingo
dangerous	dangerous	adjective	Duolingo
dangerously	dangerously	adverb	Duolingo
dark	dark	adjective	Duolingo
date	date	noun	Duolingo
daughter	daughter	noun	Duolingo
daughters	daughters	noun	Duolingo
day	day	noun	Duolingo
days	days	noun	Duolingo
dead	dead	adjective	Duolingo
deaf	deaf	adjective	Duolingo
deal	deal	noun	Duolingo
deals	deals	noun	Duolingo
dear	dear	adjective	Duolingo
death	death	noun	Duolingo
decade	decade	noun	Duolingo
decades	decades	noun	Duolingo
december	december	noun	Duolingo
decided	decided	verb	Duolingo
decorations	decorations	noun	Duolingo
decrease	decrease	verb	Duolingo
decreased	decreased	verb	Duolingo
decreasing	decreasing	verb	Duolingo
deep	deep	adjective	Duolingo
defense	defense	noun	Duolingo
define	define	verb	Duolingo
definitely	definitely	adverb	Duolingo
delayed	delayed	verb	Duolingo
delicious	delicious	adjective	Duolingo
delighted	delighted	adjective	Duolingo
deliver	deliver	verb	Duolingo
delivers	delivers	verb	Duolingo
delivery	delivery	noun	Duolingo
demands	demands	verb	Duolingo
dentist	dentist	noun	Duolingo
dentist's office	dentist's office	noun	Duolingo
department	department	noun	Duolingo
departments	departments	noun	Duolingo
departure	departure	noun	Duolingo
design	design	noun	Duolingo
design	design	verb	Duolingo
desk	desk	noun	Duolingo
desks	desks	noun	Duolingo
despite	despite	preposition	Duolingo
dessert	dessert	noun	Duolingo
detail	detail	noun	Duolingo
details	details	noun	Duolingo
detective	detective	noun	Duolingo
develop	develop	verb	Duolingo
dictionaries	dictionaries	noun	Duolingo
dictionary	dictionary	noun	Duolingo
did	did	verb	Duolingo
did not	did not		Duolingo
did you say	did you say		Duolingo
didn't	didn't		Duolingo
didn't	didn't	verb	Duolingo
didn't use to	didn't use to		Duolingo
die	die	verb	Duolingo
died	died	verb	Duolingo
diet	diet	noun	Duolingo
difference	difference	noun	Duolingo
differences	differences	noun	Duolingo
different	different	adjective	Duolingo
difficult	difficult		Duolingo
difficult	difficult	adjective	Duolingo
difficulties	difficulties	noun	Duolingo
difficulty	difficulty	noun	Duolingo
dining	dining	verb	Duolingo
dining room	dining room	noun	Duolingo
dinner	dinner	noun	Duolingo
direct	direct	adjective	Duolingo
direction	direction	noun	Duolingo
directions	directions	noun	Duolingo
director	director	noun	Duolingo
directors	directors	noun	Duolingo
dirt	dirt	noun	Duolingo
dirty	dirty	adjective	Duolingo
disabled	disabled	adjective	Duolingo
disappointed	disappointed	adjective	Duolingo
disappointing	disappointing	adjective	Duolingo
discount	discount	noun	Duolingo
discover	discover	verb	Duolingo
discoveries	discoveries	noun	Duolingo
discovery	discovery	noun	Duolingo
discussion	discussion	noun	Duolingo
disease	disease	noun	Duolingo
disgusting	disgusting	adjective	Duolingo
dishes	dishes	noun	Duolingo
distance	distance	noun	Duolingo
district	district	noun	Duolingo
diving	diving	noun	Duolingo
divorced	divorced	adjective	Duolingo
divorced	divorced	verb	Duolingo
do	do	verb	Duolingo
do not	do not		Duolingo
do you have	do you have		Duolingo
do you like	do you like		Duolingo
do you speak	do you speak		Duolingo
doctor	doctor	noun	Duolingo
doctors	doctors	noun	Duolingo
document	document	noun	Duolingo
documents	documents	noun	Duolingo
does	does	verb	Duolingo
does not	does not		Duolingo
doesn't	doesn't		Duolingo
doesn't	doesn't	verb	Duolingo
dog	dog	noun	Duolingo
dogs	dogs	noun	Duolingo
doing	doing	verb	Duolingo
doing the dishes	doing the dishes		Duolingo
doll	doll	noun	Duolingo
dollar	dollar	noun	Duolingo
dollars	dollars	noun	Duolingo
dollars an hour	dollars an hour		Duolingo
don't	don't		Duolingo
don't	don't	verb	Duolingo
don't forget	don't forget		Duolingo
don't forget to	don't forget to		Duolingo
don't give up	don't give up		Duolingo
don't have to	don't have to		Duolingo
don't worry	don't worry		Duolingo
donating	donating	verb	Duolingo
done	done	verb	Duolingo
door	door	noun	Duolingo
dot com	dot com		Duolingo
double	double	adjective	Duolingo
doubt	doubt	noun	Duolingo
doubts	doubts	noun	Duolingo
dough	dough	noun	Duolingo
down	down	adverb	Duolingo
down	down	preposition	Duolingo
down the street	down the street		Duolingo
downstairs	downstairs	adverb	Duolingo
downstairs	downstairs	preposition	Duolingo
downtown	downtown	adverb	Duolingo
dr.	dr.	noun	Duolingo
dr.	dr.	proper noun	Duolingo
dragon	dragon	noun	Duolingo
dragons	dragons	noun	Duolingo
drama	drama	noun	Duolingo
drank	drank	verb	Duolingo
drawing	drawing	verb	Duolingo
drawn	drawn	verb	Duolingo
dream	dream	noun	Duolingo
dreams	dreams	noun	Duolingo
dress	dress		Duolingo
dress	dress	noun	Duolingo
dressed	dressed	adjective	Duolingo
dressed	dressed	verb	Duolingo
dresser	dresser	noun	Duolingo
dresses	dresses	noun	Duolingo
dressing	dressing	noun	Duolingo
drew	drew	verb	Duolingo
drink	drink	verb	Duolingo
drinking	drinking	verb	Duolingo
drinks	drinks	verb	Duolingo
drive	drive	verb	Duolingo
driven	driven	verb	Duolingo
driving	driving	verb	Duolingo
dropped off	dropped off	verb	Duolingo
drove	drove	verb	Duolingo
drugs	drugs	noun	Duolingo
drums	drums	noun	Duolingo
drunk	drunk	verb	Duolingo
dry	dry	adjective	Duolingo
dry	dry	verb	Duolingo
dublin	dublin	proper noun	Duolingo
duck	duck	noun	Duolingo
ducks	ducks	noun	Duolingo
due to	due to	adverb	Duolingo
during	during	preposition	Duolingo
dust	dust	noun	Duolingo
dusty	dusty	adjective	Duolingo
each	each	adverb	Duolingo
each	each	determiner	Duolingo
each	each	pronoun	Duolingo
each other	each other		Duolingo
each other	each other	pronoun	Duolingo
ear	ear	noun	Duolingo
earlier	earlier	adverb	Duolingo
earliest	earliest	adjective	Duolingo
early	early	adjective	Duolingo
early	early	adverb	Duolingo
earrings	earrings	noun	Duolingo
ears	ears	noun	Duolingo
earth	earth	noun	Duolingo
easier	easier	adjective	Duolingo
easiest	easiest	adjective	Duolingo
easily	easily	adverb	Duolingo
east	east	adverb	Duolingo
east	east	noun	Duolingo
easter	easter	noun	Duolingo
Easter	easter	proper noun	Duolingo
eastern	eastern	adjective	Duolingo
easy	easy	adjective	Duolingo
easygoing	easygoing	adjective	Duolingo
eat	eat	verb	Duolingo
eaten	eaten	verb	Duolingo
eating	eating	verb	Duolingo
eats	eats	verb	Duolingo
economy	economy	noun	Duolingo
education	education	noun	Duolingo
efficient	efficient	adjective	Duolingo
effort	effort	noun	Duolingo
egg	egg	noun	Duolingo
eggs	eggs	noun	Duolingo
egypt	egypt	proper noun	Duolingo
eight	eight	numeral	Duolingo
eighteen	eighteen	numeral	Duolingo
eighteen fifty-three	eighteen fifty-three	numeral	Duolingo
eighteen seventy	eighteen seventy	numeral	Duolingo
eighteenth	eighteenth	adjective	Duolingo
eighteenth	eighteenth	noun	Duolingo
eighth	eighth	determiner	Duolingo
eighties	eighties	noun	Duolingo
eighty	eighty	numeral	Duolingo
either	either	adverb	Duolingo
either	either	conjunction	Duolingo
elderly	elderly	adjective	Duolingo
election	election	noun	Duolingo
elections	elections	noun	Duolingo
electric	electric	adjective	Duolingo
electrical	electrical	adjective	Duolingo
electricity	electricity	noun	Duolingo
elephant	elephant	noun	Duolingo
elephants	elephants	noun	Duolingo
elevator	elevator	noun	Duolingo
eleven	eleven	numeral	Duolingo
eleventh	eleventh	determiner	Duolingo
eleventh	eleventh	numeral	Duolingo
else	else	adverb	Duolingo
email	email	noun	Duolingo
email address	email address		Duolingo
emails	emails	noun	Duolingo
embarrassed	embarrassed	adjective	Duolingo
embarrassing	embarrassing		Duolingo
embassy	embassy	noun	Duolingo
emergency	emergency	noun	Duolingo
empire state building	empire state building	noun	Duolingo
employment	employment	noun	Duolingo
empty	empty	adjective	Duolingo
endangered	endangered	adjective	Duolingo
ends	ends	verb	Duolingo
enemies	enemies	noun	Duolingo
engaged	engaged	adjective	Duolingo
engaged	engaged	verb	Duolingo
engine	engine	noun	Duolingo
engineer	engineer	noun	Duolingo
engineering	engineering	noun	Duolingo
engineers	engineers	noun	Duolingo
england	england	proper noun	Duolingo
english	english	adjective	Duolingo
english	english	noun	Duolingo
english	english	proper noun	Duolingo
enjoy	enjoy	verb	Duolingo
enjoy your meal	enjoy your meal		Duolingo
enjoyed	enjoyed	verb	Duolingo
enjoys	enjoys	verb	Duolingo
enormous	enormous	adjective	Duolingo
enough	enough	adverb	Duolingo
enough	enough	determiner	Duolingo
enter	enter	verb	Duolingo
entered	entered	verb	Duolingo
entertainment	entertainment	noun	Duolingo
entrance	entrance	noun	Duolingo
environmental	environmental	adjective	Duolingo
equals	equals	verb	Duolingo
equipment	equipment	noun	Duolingo
eraser	eraser	noun	Duolingo
eric	eric	proper noun	Duolingo
especially	especially	adverb	Duolingo
essential	essential	adjective	Duolingo
euro	euro	noun	Duolingo
europe	europe		Duolingo
europe	europe	proper noun	Duolingo
european	european	adjective	Duolingo
even	even	adjective	Duolingo
even	even	adverb	Duolingo
even though	even though	conjunction	Duolingo
evening	evening	noun	Duolingo
ever	ever	adverb	Duolingo
ever since	ever since	adverb	Duolingo
every	every	adjective	Duolingo
every	every	adverb	Duolingo
every	every	determiner	Duolingo
every day	every day		Duolingo
everybody	everybody	pronoun	Duolingo
everybody else	everybody else		Duolingo
everyone	everyone	pronoun	Duolingo
everything	everything	pronoun	Duolingo
everywhere	everywhere	adverb	Duolingo
ex	ex	adjective	Duolingo
ex-boyfriend	ex-boyfriend	noun	Duolingo
ex-wife	ex-wife	noun	Duolingo
exactly	exactly	adverb	Duolingo
exam	exam	noun	Duolingo
example	example	noun	Duolingo
examples	examples	noun	Duolingo
exams	exams	noun	Duolingo
excellent	excellent	adjective	Duolingo
except	except	preposition	Duolingo
excited	excited	adjective	Duolingo
exciting	exciting	adjective	Duolingo
excuse	excuse	verb	Duolingo
excuse me	excuse me		Duolingo
excuse me	excuse me	interjection	Duolingo
exercise	exercise	verb	Duolingo
exercises	exercises	verb	Duolingo
exhausted	exhausted	adjective	Duolingo
exhausted	exhausted	verb	Duolingo
exist	exist	verb	Duolingo
exit	exit	noun	Duolingo
exits	exits	noun	Duolingo
expect	expect	verb	Duolingo
expensive	expensive		Duolingo
expensive	expensive	adjective	Duolingo
experience	experience	noun	Duolingo
experiences	experiences	noun	Duolingo
explain	explain	verb	Duolingo
explained	explained	verb	Duolingo
explains	explains	verb	Duolingo
explanation	explanation	noun	Duolingo
extra	extra	adjective	Duolingo
extra	extra	adverb	Duolingo
extraordinary	extraordinary	adjective	Duolingo
extremely	extremely	adverb	Duolingo
eye	eye	noun	Duolingo
eyes	eyes	noun	Duolingo
face	face	noun	Duolingo
factories	factories	noun	Duolingo
factory	factory	noun	Duolingo
fail	fail	verb	Duolingo
fair	fair	adjective	Duolingo
fair	fair	noun	Duolingo
fairly	fairly	adverb	Duolingo
fall	fall	noun	Duolingo
fall	fall	verb	Duolingo
fall down	fall down		Duolingo
fallen	fallen	verb	Duolingo
fallen asleep	fallen asleep	verb	Duolingo
falling	falling	verb	Duolingo
false	false	adjective	Duolingo
familiar	familiar	adjective	Duolingo
families	families	noun	Duolingo
family	family		Duolingo
family	family	noun	Duolingo
family reunion	family reunion		Duolingo
famous	famous	adjective	Duolingo
famous for	famous for		Duolingo
fancy	fancy	adjective	Duolingo
fantastic	fantastic	adjective	Duolingo
far	far	adjective	Duolingo
far	far	adverb	Duolingo
farm	farm	noun	Duolingo
farmer	farmer	noun	Duolingo
farmer's market	farmer's market		Duolingo
farmers	farmers	noun	Duolingo
farming	farming	noun	Duolingo
farms	farms	noun	Duolingo
farther	farther	adverb	Duolingo
farthest	farthest	adverb	Duolingo
fascinating	fascinating	adjective	Duolingo
fashion	fashion	noun	Duolingo
fashionable	fashionable	adjective	Duolingo
fashions	fashions	noun	Duolingo
fast	fast	adjective	Duolingo
fast	fast	adverb	Duolingo
fast food	fast food		Duolingo
fast food	fast food	noun	Duolingo
faster	faster	adjective	Duolingo
faster	faster	adverb	Duolingo
fastest	fastest	adjective	Duolingo
fastest	fastest	adverb	Duolingo
fat	fat	adjective	Duolingo
father	father		Duolingo
father	father	noun	Duolingo
fathers	fathers	noun	Duolingo
fatter	fatter	adjective	Duolingo
fattest	fattest	adjective	Duolingo
fault	fault	noun	Duolingo
faux	faux	adjective	Duolingo
favorite	favorite		Duolingo
favorite	favorite	adjective	Duolingo
fear	fear	noun	Duolingo
february	february	noun	Duolingo
fed	fed	verb	Duolingo
feeding	feeding	verb	Duolingo
feel	feel	verb	Duolingo
feel better	feel better		Duolingo
feeling better	feeling better		Duolingo
feels	feels	verb	Duolingo
feet	feet	noun	Duolingo
feet wide	feet wide		Duolingo
fell	fell	verb	Duolingo
fell in love	fell in love		Duolingo
felt	felt	verb	Duolingo
female	female	adjective	Duolingo
fever	fever	noun	Duolingo
few	few	determiner	Duolingo
fewer	fewer	determiner	Duolingo
fiction	fiction	noun	Duolingo
field	field	noun	Duolingo
fields	fields	noun	Duolingo
fifteen	fifteen	numeral	Duolingo
fifteen hundred	fifteen hundred	numeral	Duolingo
fifteenth	fifteenth	numeral	Duolingo
fifth	fifth	adjective	Duolingo
fifth	fifth	determiner	Duolingo
fifties	fifties	noun	Duolingo
fifty	fifty	noun	Duolingo
fifty	fifty	numeral	Duolingo
fifty-four	fifty-four		Duolingo
figure	figure	noun	Duolingo
fill	fill	verb	Duolingo
fill it out	fill it out		Duolingo
fill out	fill out		Duolingo
fill out this form	fill out this form		Duolingo
film	film	noun	Duolingo
final	final	adjective	Duolingo
finally	finally	adverb	Duolingo
financial	financial	adjective	Duolingo
find	find	verb	Duolingo
find out	find out		Duolingo
finds	finds	verb	Duolingo
fine	fine	adjective	Duolingo
finger	finger	noun	Duolingo
fingerprint	fingerprint	noun	Duolingo
fingerprints	fingerprints	noun	Duolingo
fingers	fingers	noun	Duolingo
finish	finish	verb	Duolingo
finished	finished	verb	Duolingo
finishes	finishes	verb	Duolingo
fire	fire	noun	Duolingo
fireworks	fireworks	noun	Duolingo
firm	firm	noun	Duolingo
first	first	adjective	Duolingo
first	first	adverb	Duolingo
first	first	determiner	Duolingo
first	first	noun	Duolingo
first	first	numeral	Duolingo
first name	first name		Duolingo
first of all	first of all		Duolingo
fish	fish		Duolingo
fish	fish	noun	Duolingo
fishing	fishing	verb	Duolingo
fit	fit	adjective	Duolingo
fit	fit	verb	Duolingo
fitness	fitness	noun	Duolingo
fits	fits	verb	Duolingo
fitting room	fitting room		Duolingo
fitting room	fitting room	noun	Duolingo
five	five	numeral	Duolingo
flag	flag	noun	Duolingo
flat	flat	adjective	Duolingo
flew	flew	verb	Duolingo
flies	flies	verb	Duolingo
flight	flight	noun	Duolingo
floor	floor	noun	Duolingo
floors	floors	noun	Duolingo
florida	florida	proper noun	Duolingo
floss	floss	noun	Duolingo
flour	flour	noun	Duolingo
flower	flower	noun	Duolingo
flowers	flowers	noun	Duolingo
flu	flu	noun	Duolingo
fluent	fluent	adjective	Duolingo
flute	flute	noun	Duolingo
fly	fly	verb	Duolingo
flying	flying	verb	Duolingo
fog	fog	noun	Duolingo
foggy	foggy	adjective	Duolingo
folk	folk	adjective	Duolingo
follow	follow	verb	Duolingo
following	following	verb	Duolingo
follows	follows	verb	Duolingo
food	food	noun	Duolingo
foot	foot	noun	Duolingo
football	football	noun	Duolingo
footprints	footprints	noun	Duolingo
for	for		Duolingo
for	for	preposition	Duolingo
for a long time	for a long time		Duolingo
for free	for free		Duolingo
for here or to go	for here or to go		Duolingo
for sale	for sale		Duolingo
for years	for years		Duolingo
force	force	noun	Duolingo
foreign	foreign	adjective	Duolingo
forest	forest	noun	Duolingo
forests	forests	noun	Duolingo
forever	forever	adverb	Duolingo
forgave	forgave	verb	Duolingo
forget	forget	verb	Duolingo
forgiven	forgiven	verb	Duolingo
forgot	forgot	verb	Duolingo
forgotten	forgotten	verb	Duolingo
fork	fork	noun	Duolingo
forks	forks	noun	Duolingo
former	former	adjective	Duolingo
fortunately	fortunately	adverb	Duolingo
forty	forty	numeral	Duolingo
forty-five	forty-five	numeral	Duolingo
forty-nine	forty-nine	numeral	Duolingo
forty-three	forty-three	noun	Duolingo
forward	forward	adverb	Duolingo
fought	fought	verb	Duolingo
found	found	verb	Duolingo
foundation	foundation	noun	Duolingo
foundations	foundations	noun	Duolingo
four	four	numeral	Duolingo
fourteen	fourteen	numeral	Duolingo
fourteenth	fourteenth	numeral	Duolingo
fourth	fourth	adjective	Duolingo
fourth	fourth	determiner	Duolingo
fourth	fourth	noun	Duolingo
fourth	fourth	numeral	Duolingo
france	france		Duolingo
france	france	proper noun	Duolingo
free	free	adjective	Duolingo
free time	free time		Duolingo
freezer	freezer	noun	Duolingo
french	french	adjective	Duolingo
french	french	noun	Duolingo
french	french	proper noun	Duolingo
frequent	frequent	adjective	Duolingo
frequently	frequently	adverb	Duolingo
fresh	fresh	adjective	Duolingo
friday	friday	noun	Duolingo
fridays	fridays	noun	Duolingo
fridge	fridge	noun	Duolingo
fried	fried	adjective	Duolingo
fried chicken	fried chicken	adjective	Duolingo
friend	friend	noun	Duolingo
friendlier	friendlier	adjective	Duolingo
friendliest	friendliest	adjective	Duolingo
friendly	friendly	adjective	Duolingo
friends	friends	noun	Duolingo
friends'	friends'	noun	Duolingo
fries	fries		Duolingo
fries	fries	noun	Duolingo
frightened	frightened	adjective	Duolingo
frightening	frightening	adjective	Duolingo
from	from	preposition	Duolingo
front	front	adjective	Duolingo
front	front	noun	Duolingo
front desk	front desk	noun	Duolingo
froze	froze	verb	Duolingo
frozen	frozen	adjective	Duolingo
fruit	fruit	noun	Duolingo
full	full	adjective	Duolingo
full-time	full-time	adjective	Duolingo
fun	fun	adjective	Duolingo
fun	fun	noun	Duolingo
funnier	funnier	adjective	Duolingo
funniest	funniest	adjective	Duolingo
funny	funny		Duolingo
funny	funny	adjective	Duolingo
furniture	furniture	noun	Duolingo
further	further	adjective	Duolingo
future	future	adjective	Duolingo
future	future	noun	Duolingo
game	game	noun	Duolingo
games	games	noun	Duolingo
garbage	garbage	noun	Duolingo
garden	garden	noun	Duolingo
garlic	garlic	noun	Duolingo
gas	gas	noun	Duolingo
gave	gave	verb	Duolingo
gay	gay	adjective	Duolingo
general	general	adjective	Duolingo
generally	generally	adverb	Duolingo
generation	generation	noun	Duolingo
generous	generous	adjective	Duolingo
genius	genius	noun	Duolingo
genre	genre	noun	Duolingo
geography	geography	noun	Duolingo
german	german	adjective	Duolingo
german	german	noun	Duolingo
german	german	proper noun	Duolingo
germany	germany	proper noun	Duolingo
get	get	verb	Duolingo
get along	get along		Duolingo
get back	get back		Duolingo
get dressed	get dressed		Duolingo
get married	get married		Duolingo
get off	get off		Duolingo
get on	get on		Duolingo
get over	get over		Duolingo
get ready	get ready		Duolingo
get up	get up		Duolingo
get well soon	get well soon		Duolingo
gets	gets	verb	Duolingo
gets up	gets up		Duolingo
getting	getting	verb	Duolingo
getting ready	getting ready		Duolingo
giant	giant	adjective	Duolingo
gift shop	gift shop		Duolingo
girl	girl	noun	Duolingo
girlfriend	girlfriend	noun	Duolingo
girls	girls	noun	Duolingo
give	give	verb	Duolingo
give back	give back		Duolingo
given	given	verb	Duolingo
gives	gives	verb	Duolingo
giving	giving	verb	Duolingo
glad	glad	adjective	Duolingo
glass	glass	noun	Duolingo
glass of	glass of		Duolingo
glass of	glass of	noun	Duolingo
glass of wine	glass of wine		Duolingo
glasses	glasses	noun	Duolingo
glasses of wine	glasses of wine		Duolingo
global	global	adjective	Duolingo
global warming	global warming	noun	Duolingo
gloves	gloves	noun	Duolingo
go	go	verb	Duolingo
go on	go on	verb	Duolingo
go online	go online		Duolingo
go out	go out		Duolingo
go shopping	go shopping		Duolingo
go to sleep	go to sleep		Duolingo
go to the bathroom	go to the bathroom		Duolingo
goal	goal	noun	Duolingo
goals	goals	noun	Duolingo
goes	goes	verb	Duolingo
goes out	goes out		Duolingo
goes to sleep	goes to sleep		Duolingo
going	going	verb	Duolingo
going out	going out		Duolingo
going to	going to		Duolingo
going to	going to	verb	Duolingo
going to go	going to go		Duolingo
gold	gold	adjective	Duolingo
gold	gold	noun	Duolingo
golden	golden	adjective	Duolingo
golf	golf	noun	Duolingo
gone	gone	verb	Duolingo
good	good	adjective	Duolingo
good	good	adverb	Duolingo
good	good	noun	Duolingo
good afternoon	good afternoon		Duolingo
good at	good at		Duolingo
good evening	good evening		Duolingo
good for	good for		Duolingo
good for you	good for you		Duolingo
good luck	good luck		Duolingo
good morning	good morning		Duolingo
good morning	good morning	interjection	Duolingo
good night	good night		Duolingo
good time	good time		Duolingo
good-looking	good-looking		Duolingo
goodbye	goodbye		Duolingo
goodbye	goodbye	interjection	Duolingo
gorgeous	gorgeous	adjective	Duolingo
gossip	gossip	noun	Duolingo
got	got	verb	Duolingo
got it	got it		Duolingo
got married	got married		Duolingo
got on	got on	verb	Duolingo
got to	got to	verb	Duolingo
got up	got up		Duolingo
gotten	gotten	verb	Duolingo
government	government	noun	Duolingo
governments	governments	noun	Duolingo
gps	gps	noun	Duolingo
grade	grade	noun	Duolingo
grades	grades	noun	Duolingo
graduation	graduation	noun	Duolingo
grammar	grammar	noun	Duolingo
grand canyon	grand canyon	proper noun	Duolingo
grandchildren	grandchildren	noun	Duolingo
grandfather	grandfather	noun	Duolingo
grandma	grandma	noun	Duolingo
grandmother	grandmother	noun	Duolingo
grandpa	grandpa	noun	Duolingo
grandparent	grandparent	noun	Duolingo
grandparents	grandparents		Duolingo
grandparents	grandparents	noun	Duolingo
graphics	graphics	noun	Duolingo
grass	grass	noun	Duolingo
grateful	grateful	adjective	Duolingo
gray	gray	adjective	Duolingo
great	great	adjective	Duolingo
great	great	adverb	Duolingo
greatest	greatest		Duolingo
greece	greece	proper noun	Duolingo
green	green	adjective	Duolingo
greenest	greenest	adjective	Duolingo
grew	grew	verb	Duolingo
grew up	grew up		Duolingo
grew up	grew up	verb	Duolingo
grey	grey	adjective	Duolingo
grilled	grilled	adjective	Duolingo
grilled	grilled	verb	Duolingo
groceries	groceries	noun	Duolingo
grocery	grocery	noun	Duolingo
grossest	grossest		Duolingo
ground	ground	noun	Duolingo
ground floor	ground floor	noun	Duolingo
group	group	noun	Duolingo
grow	grow	verb	Duolingo
grow up	grow up		Duolingo
growing up	growing up	verb	Duolingo
grown	grown	verb	Duolingo
guard	guard	noun	Duolingo
guards	guards	noun	Duolingo
guess what	guess what		Duolingo
guide	guide	noun	Duolingo
guide book	guide book	noun	Duolingo
guidebook	guidebook	noun	Duolingo
gum	gum	noun	Duolingo
guys	guys	noun	Duolingo
gym	gym	noun	Duolingo
gymnastics	gymnastics	noun	Duolingo
had	had		Duolingo
had	had	verb	Duolingo
had better	had better	verb	Duolingo
had better not	had better not	verb	Duolingo
had to	had to	verb	Duolingo
hadn't	hadn't	verb	Duolingo
hair	hair	noun	Duolingo
hair dryer	hair dryer		Duolingo
half	half	noun	Duolingo
half past	half past		Duolingo
half past eight	half past eight		Duolingo
half past nine	half past nine		Duolingo
half past one	half past one		Duolingo
half past seven	half past seven		Duolingo
half past six	half past six		Duolingo
half past ten	half past ten		Duolingo
half-	half-	adverb	Duolingo
half-price	half-price		Duolingo
half-price	half-price	adjective	Duolingo
halloween	halloween	noun	Duolingo
halloween	halloween	proper noun	Duolingo
ham	ham	noun	Duolingo
hamburger	hamburger	noun	Duolingo
hamburgers	hamburgers	noun	Duolingo
hand	hand	noun	Duolingo
hands	hands	noun	Duolingo
handsome	handsome	adjective	Duolingo
handwriting	handwriting	noun	Duolingo
hang on	hang on	verb	Duolingo
hang out	hang out		Duolingo
happened	happened	verb	Duolingo
happening	happening	verb	Duolingo
happier	happier	adjective	Duolingo
happiest	happiest	adjective	Duolingo
happily	happily	adverb	Duolingo
happiness	happiness	noun	Duolingo
happy	happy		Duolingo
happy	happy	adjective	Duolingo
happy birthday	happy birthday		Duolingo
happy new year	happy new year		Duolingo
happy to	happy to		Duolingo
hard	hard	adjective	Duolingo
hard	hard	adverb	Duolingo
hard rock	hard rock	noun	Duolingo
hardly	hardly	adverb	Duolingo
has	has		Duolingo
has	has	verb	Duolingo
has been	has been		Duolingo
has danced	has danced		Duolingo
has eaten	has eaten		Duolingo
has never	has never	verb	Duolingo
has played	has played		Duolingo
has to	has to		Duolingo
has tried	has tried		Duolingo
hasn't	hasn't		Duolingo
hasn't	hasn't	verb	Duolingo
hasn't returned	hasn't returned	verb	Duolingo
hasn't told	hasn't told	verb	Duolingo
hat	hat		Duolingo
hat	hat	noun	Duolingo
hate	hate	noun	Duolingo
hate	hate	verb	Duolingo
hated	hated	verb	Duolingo
hats	hats	noun	Duolingo
havana	havana	noun	Duolingo
have	have		Duolingo
have	have	verb	Duolingo
have a baby	have a baby		Duolingo
have a good	have a good		Duolingo
have a good time	have a good time		Duolingo
have a nice	have a nice		Duolingo
have a nice night	have a nice night		Duolingo
have been	have been		Duolingo
have been	have been	verb	Duolingo
have climbed	have climbed		Duolingo
have never	have never	verb	Duolingo
have to	have to		Duolingo
